id,danceability,energy,speechiness,acousticness,liveness,valence,tempo
2150411,0.218,0.263,0.0376,0.947,0.0919,0.307,170.724
2162195,0.45,0.648,0.0308,0.132,0.11,0.282,144.814
2162363,0.399,0.235,0.0334,0.734,0.161,0.197,105.645
2165759,0.461,0.437,0.0424,0.635,0.125,0.334,139.906
2170707,0.517,0.329,0.033,0.785,0.0823,0.148,119.863
2184903,0.606,0.24,0.0369,0.772,0.0819,0.526,96.792
2190015,0.409,0.141,0.0331,0.879,0.126,0.302,153.238
2190019,0.276,0.274,0.0308,0.75,0.22,0.129,79.666
2200663,0.347,0.657,0.0334,0.141,0.917,0.197,115.752
2201555,0.815,0.377,0.0663,0.856,0.0872,0.789,119.659
2203429,0.638,0.376,0.0309,0.848,0.107,0.357,112.128
2205057,0.355,0.367,0.0309,0.387,0.0794,0.188,139.03
2217443,0.724,0.804,0.0448,0.124,0.204,0.306,124.987
2220511,0.572,0.522,0.0367,0.113,0.114,0.498,74.05
2222785,0.384,0.765,0.0579,0.646,0.522,0.567,129.903
2224643,0.365,0.273,0.038,0.94,0.109,0.238,132.285
2227963,0.418,0.402,0.0299,0.0454,0.151,0.199,127.773
2230835,0.692,0.552,0.0407,0.0242,0.0955,0.247,102.001
2231417,0.295,0.352,0.0298,0.718,0.0859,0.203,78.183
2232735,0.756,0.609,0.0544,0.217,0.096,0.537,117.023
2233623,0.716,0.511,0.0332,0.483,0.0928,0.324,104.964
2240451,0.271,0.669,0.0362,0.000292,0.61,0.21,171.911
2242177,0.529,0.607,0.0574,0.104,0.0631,0.238,101.966
2247623,0.532,0.137,0.0717,0.982,0.112,0.301,118.734
2255789,0.717,0.64,0.025,0.565,0.127,0.485,105.021
2259265,0.646,0.0828,0.0435,0.838,0.0934,0.293,108.826
2267805,0.329,0.235,0.0303,0.918,0.137,0.22,171.006
2271547,0.528,0.645,0.0317,0.105,0.133,0.287,99.957
2277539,0.811,0.266,0.0406,0.56,0.0962,0.211,130.044
2279411,0.489,0.581,0.0282,0.0312,0.132,0.493,86.021
2289417,0.653,0.809,0.0474,0.194,0.165,0.55,92.213
2297439,0.566,0.121,0.0345,0.862,0.0788,0.293,135.268
2298037,0.707,0.632,0.0789,0.103,0.0841,0.372,97.04
2299567,0.753,0.657,0.0449,0.171,0.112,0.437,107.01
2301113,0.806,0.707,0.0307,0.331,0.294,0.746,118.009
2303627,0.492,0.235,0.0315,0.921,0.179,0.362,117.863
2308509,0.592,0.726,0.0654,0.175,0.0792,0.632,115.021
2315065,0.626,0.88,0.0504,0.205,0.128,0.534,95.079
2316549,0.705,0.401,0.0376,0.176,0.0735,0.481,140.031
2319697,0.451,0.135,0.0404,0.936,0.0658,0.107,95.348
2321251,0.402,0.151,0.04,0.907,0.0941,0.489,144.069
2321417,0.736,0.411,0.0299,0.23,0.0668,0.798,94.998
2332481,0.669,0.308,0.029,0.883,0.0984,0.52,64.934
2333561,0.544,0.301,0.0265,0.874,0.197,0.251,135.699
2337159,0.633,0.28,0.0389,0.831,0.113,0.152,87.963
2343389,0.651,0.861,0.0842,0.216,0.122,0.148,120.004
2344295,0.435,0.2,0.0365,0.891,0.103,0.244,136.054
2344569,0.445,0.65,0.0266,0.0831,0.21,0.375,73.98
2347625,0.622,0.712,0.066,0.0573,0.13,0.487,140.025
2348569,0.673,0.735,0.0457,0.286,0.242,0.754,115.744
2348751,0.633,0.478,0.0359,0.0115,0.103,0.692,159.951
2350085,0.489,0.384,0.0279,0.446,0.0961,0.198,139.973
2354751,0.461,0.593,0.0356,0.17,0.307,0.175,134.17
2355357,0.292,0.535,0.0393,0.0355,0.0977,0.316,143.949
2355631,0.555,0.43,0.0295,0.462,0.0869,0.274,147.613
2356669,0.566,0.541,0.0306,0.341,0.102,0.31,83.939
2362315,0.507,0.48,0.0266,0.449,0.147,0.35,86.046
2363093,0.798,0.556,0.0303,0.527,0.0959,0.627,109.994
2364617,0.318,0.762,0.0421,0.00809,0.123,0.309,134.645
2365905,0.358,0.32,0.0308,0.726,0.105,0.384,115.499
2371539,0.351,0.296,0.0333,0.934,0.095,0.12,115.284
2371739,0.699,0.713,0.0594,0.04,0.294,0.354,121.993
2376851,0.662,0.529,0.0351,0.339,0.105,0.423,127.583
2377735,0.705,0.373,0.0384,0.723,0.289,0.551,120.046
2378737,0.313,0.565,0.0381,0.488,0.106,0.106,114.329
2381791,0.709,0.467,0.0331,0.534,0.104,0.507,107.986
2382751,0.826,0.694,0.0315,0.316,0.074,0.852,123.932
2383585,0.413,0.881,0.0367,5.99e-05,0.0805,0.364,158.066
2386647,0.616,0.438,0.0298,0.356,0.24,0.386,135.929
2387619,0.571,0.422,0.0422,0.374,0.127,0.169,113.016
2390665,0.579,0.904,0.0618,0.193,0.064,0.681,82.014
2391975,0.853,0.476,0.0361,0.405,0.111,0.796,92.038
2401995,0.452,0.866,0.04,0.0041,0.134,0.291,81.972
2402513,0.647,0.318,0.0323,0.918,0.133,0.372,129.851
2403605,0.652,0.557,0.0318,0.74,0.124,0.483,150.073
2404347,0.303,0.573,0.0844,0.376,0.459,0.226,93.65
2405013,0.66,0.373,0.029,0.701,0.226,0.348,126.887
2405347,0.584,0.631,0.0321,0.684,0.236,0.272,131.938
2412689,0.553,0.586,0.0362,0.697,0.0813,0.443,126.684
2413785,0.518,0.468,0.0345,0.702,0.152,0.264,121.203
2414829,0.603,0.469,0.064,0.772,0.176,0.681,74.998
2415745,0.631,0.381,0.04,0.447,0.0902,0.36,126.008
2423013,0.466,0.67,0.0297,0.155,0.145,0.395,126.142
2423037,0.499,0.381,0.0373,0.586,0.086,0.57,157.332
2424109,0.498,0.836,0.0669,0.158,0.971,0.279,144.882
2426329,0.518,0.264,0.03,0.92,0.11,0.126,133.764
2431695,0.502,0.482,0.0288,0.161,0.187,0.132,133.894
2438883,0.523,0.391,0.0298,0.395,0.142,0.354,139.905
2441147,0.415,0.226,0.0433,0.913,0.125,0.602,205.572
2442633,0.606,0.799,0.0261,0.0128,0.15,0.638,103.014
2448139,0.538,0.409,0.0505,0.172,0.11,0.265,171.838
2450925,0.66,0.139,0.0323,0.964,0.105,0.312,79.975
2451517,0.687,0.792,0.0452,0.191,0.167,0.671,100.015
2458694,0.403,0.509,0.0528,0.455,0.885,0.44,129.987
2466622,0.795,0.178,0.0574,0.607,0.623,0.608,93.982
2470894,0.515,0.479,0.0261,0.544,0.191,0.284,88.964
2483649,0.609,0.674,0.0548,0.0735,0.345,0.315,90.009
2485194,0.752,0.488,0.0705,0.297,0.0936,0.533,136.041
2487207,0.52,0.455,0.0271,0.678,0.321,0.194,129.992
2497134,0.76,0.479,0.0466,0.556,0.0703,0.913,89.911
2505879,0.72,0.706,0.0473,0.0684,0.166,0.62,133.002
2508408,0.388,0.52,0.0593,0.257,0.113,0.196,84.851
2509989,0.717,0.653,0.0658,0.229,0.101,0.412,106.966
2511336,0.383,0.637,0.0703,0.0722,0.368,0.0827,177.913
2512737,0.501,0.405,0.0319,0.751,0.105,0.446,109.891
2530935,0.572,0.155,0.0344,0.835,0.0906,0.0949,109.923
2531568,0.595,0.741,0.0705,0.00662,0.498,0.285,114.064
2532114,0.396,0.412,0.0333,0.0878,0.124,0.112,136.814
2534979,0.658,0.747,0.0431,0.176,0.0789,0.792,108.259
2541447,0.486,0.528,0.0463,0.00387,0.106,0.452,178.519
2544717,0.423,0.634,0.0578,0.196,0.189,0.467,150.978
2551065,0.584,0.408,0.0461,0.476,0.18,0.333,115.129
2551191,0.508,0.293,0.0441,0.941,0.0787,0.395,91.509
2555475,0.581,0.232,0.0309,0.812,0.1,0.317,135.889
2575206,0.445,0.355,0.0289,0.887,0.322,0.366,135.525
2591907,0.319,0.0561,0.045,0.935,0.388,0.082,79.764
2591925,0.493,0.394,0.0366,0.575,0.267,0.375,152.03
2597475,0.411,0.764,0.0573,0.0841,0.0545,0.412,123.635
2617956,0.572,0.406,0.0427,0.587,0.102,0.265,119.812
2618946,0.639,0.526,0.0256,0.245,0.25,0.488,130.033
2619351,0.842,0.734,0.0588,0.0427,0.106,0.952,137.958
2620467,0.533,0.238,0.0359,0.941,0.139,0.319,84.228
2627895,0.609,0.218,0.034,0.849,0.107,0.386,112.203
2628012,0.45,0.329,0.0441,0.818,0.135,0.266,71.884
2634165,0.703,0.291,0.0277,0.303,0.113,0.449,96.058
2643276,0.641,0.537,0.0282,0.0875,0.115,0.0681,112.864
2647653,0.42,0.131,0.0382,0.953,0.109,0.12,137.421
2651205,0.528,0.797,0.0485,0.000391,0.14,0.751,143.785
2655975,0.549,0.44,0.0264,0.232,0.107,0.214,128.01
2656311,0.465,0.592,0.0293,0.0208,0.0929,0.117,139.867
2674008,0.604,0.446,0.0341,0.63,0.0859,0.199,143.946
2677629,0.25,0.519,0.0314,0.219,0.0869,0.113,144.63
2682336,0.285,0.162,0.0347,0.888,0.113,0.2,178.754
2683467,0.688,0.53,0.0333,0.443,0.0995,0.162,106.958
2683692,0.669,0.42,0.0253,0.506,0.404,0.523,95.049
2683740,0.475,0.424,0.0295,0.582,0.234,0.224,140.903
2689626,0.798,0.676,0.0442,0.0902,0.0894,0.843,101.956
2689908,0.296,0.351,0.0352,0.823,0.11,0.19,177.06
2691828,0.732,0.463,0.0287,0.374,0.194,0.397,95.971
2696523,0.646,0.355,0.0263,0.873,0.115,0.364,84.988
2703885,0.566,0.812,0.0392,0.0724,0.225,0.123,140.046
2703894,0.555,0.27,0.0884,0.931,0.103,0.274,139.691
2718477,0.605,0.377,0.0443,0.733,0.0808,0.519,73.877
2728425,0.546,0.563,0.0348,0.666,0.124,0.321,116.33
2736612,0.759,0.54,0.0287,0.037,0.0945,0.75,116.947
2738091,0.648,0.382,0.0396,0.911,0.393,0.408,90.099
2748744,0.629,0.328,0.029,0.768,0.103,0.389,74.953
2754906,0.284,0.281,0.0341,0.438,0.102,0.129,79.995
2768254,0.731,0.796,0.0344,0.19,0.354,0.933,102.006
2769049,0.538,0.488,0.0272,0.738,0.196,0.302,139.535
2776162,0.744,0.619,0.039,0.598,0.231,0.641,112.997
2781478,0.708,0.186,0.042,0.868,0.0779,0.322,72.541
2794426,0.695,0.762,0.0395,0.192,0.0863,0.553,120.042
2802899,0.824,0.624,0.0827,0.781,0.1,0.248,102.012
2831476,0.775,0.327,0.0557,0.841,0.0821,0.595,91.05
2834713,0.668,0.727,0.027,0.514,0.1,0.939,139.991
2835496,0.501,0.57,0.0337,0.569,0.0649,0.311,139.516
2846348,0.654,0.63,0.0259,0.149,0.111,0.43,89.991
2848055,0.476,0.578,0.0312,0.108,0.131,0.298,96.978
2860967,0.535,0.311,0.0266,0.818,0.151,0.456,82.979
2864111,0.379,0.219,0.0307,0.707,0.118,0.188,79.786
2865605,0.488,0.343,0.0436,0.556,0.21,0.0978,102.819
2871923,0.604,0.678,0.0304,0.0511,0.0945,0.721,139.974
2888753,0.521,0.144,0.0357,0.943,0.117,0.243,121.983
2895911,0.548,0.816,0.0465,0.122,0.335,0.557,95.39
2897327,0.672,0.393,0.0272,0.738,0.103,0.327,79.962
2898572,0.459,0.575,0.0573,0.604,0.0885,0.183,111.881
2908700,0.514,0.73,0.0598,0.00146,0.0897,0.334,171.005
2917556,0.676,0.771,0.0483,0.0237,0.102,0.569,99.048
2926901,0.567,0.267,0.0299,0.839,0.089,0.0592,110.011
2926985,0.53,0.512,0.0259,0.615,0.129,0.411,95.946
2956883,0.637,0.929,0.0491,0.00167,0.344,0.902,80.974
2972486,0.465,0.387,0.0286,0.417,0.109,0.186,129.394
2991266,0.333,0.0175,0.0349,0.939,0.0776,0.0606,80.027
2991428,0.375,0.461,0.0279,0.627,0.386,0.233,75.217
3000236,0.537,0.426,0.0344,0.47,0.114,0.197,136.718
3000269,0.246,0.516,0.0353,0.488,0.108,0.232,61.258
3014201,0.416,0.583,0.037,0.0383,0.116,0.185,140.001
3020456,0.706,0.457,0.0597,0.369,0.106,0.427,144.962
3026459,0.449,0.465,0.0791,0.524,0.303,0.543,89.087
3034029,0.357,0.425,0.0333,0.584,0.322,0.27,102.078
3035397,0.68,0.826,0.0309,0.0212,0.543,0.644,118.051
3041145,0.708,0.796,0.061,0.00886,0.0668,0.923,103.026
3059212,0.46,0.311,0.0319,0.961,0.189,0.22,124.193
3075005,0.362,0.421,0.0372,0.281,0.0943,0.233,114.669
3075296,0.648,0.308,0.04,0.886,0.124,0.198,76.997
3096686,0.609,0.692,0.0259,0.0157,0.0864,0.454,116.959
3117992,0.656,0.336,0.0434,0.453,0.106,0.182,125.058
3136835,0.597,0.45,0.0418,0.223,0.382,0.537,178.765
3141224,0.667,0.373,0.05,0.785,0.0906,0.0823,124.148
3202664,0.639,0.297,0.0334,0.938,0.18,0.292,113.989
3231224,0.513,0.38,0.0336,0.12,0.0924,0.323,120.952
3256316,0.813,0.415,0.0349,0.777,0.131,0.667,91.921
3261305,0.613,0.581,0.0424,0.537,0.25,0.551,130.033
3261314,0.593,0.377,0.0253,0.6,0.0976,0.502,95.939
3261347,0.532,0.623,0.0331,0.538,0.0925,0.403,89.937
3261398,0.298,0.38,0.0287,0.778,0.11,0.152,75.602
3266909,0.523,0.751,0.063,0.0132,0.242,0.224,129.981
3271511,0.444,0.309,0.062,0.795,0.352,0.0875,104.745
3311129,0.638,0.538,0.0315,0.452,0.0695,0.318,89.124
3367625,0.62,0.547,0.0248,0.112,0.19,0.208,98.032
3378596,0.617,0.172,0.0316,0.907,0.16,0.199,114.924
3387233,0.373,0.245,0.0354,0.766,0.0768,0.174,127.067
3407780,0.662,0.413,0.0299,0.213,0.134,0.467,93.005
3461783,0.462,0.24,0.0377,0.92,0.113,0.32,171.319
3477983,0.641,0.324,0.0299,0.698,0.328,0.273,110.184
3504560,0.561,0.431,0.0578,0.768,0.106,0.137,143.875
3592094,0.332,0.225,0.0348,0.767,0.128,0.297,81.055
3618965,0.604,0.741,0.0475,0.178,0.409,0.473,153.947
3653915,0.642,0.374,0.032,0.423,0.435,0.0979,129.863
3674018,0.519,0.246,0.0396,0.774,0.0946,0.108,90.121
3684230,0.632,0.284,0.0801,0.932,0.233,0.208,129.642
3701084,0.558,0.454,0.0551,0.499,0.146,0.424,113.12
3716291,0.38,0.339,0.0338,0.691,0.12,0.0849,100.607
3716363,0.369,0.272,0.0364,0.866,0.147,0.218,172.929
3731324,0.545,0.277,0.0392,0.764,0.372,0.389,75.763
3732140,0.714,0.8,0.0504,0.127,0.359,0.589,134.002
3766352,0.807,0.893,0.0347,0.0451,0.366,0.537,126.011
3781055,0.591,0.764,0.0483,0.0383,0.103,0.478,169.928
3860363,0.539,0.508,0.0288,0.727,0.174,0.227,101.358
3898172,0.644,0.315,0.0339,0.706,0.0962,0.356,60.001
3911342,0.604,0.366,0.0282,0.578,0.133,0.13,141.981
4134073,0.52,0.731,0.0557,0.342,0.311,0.662,173.93
5000001,0.255,0.343,0.031,0.927,0.164,0.116,140.527
5000007,0.273,0.205,0.0316,0.941,0.171,0.0796,148.225
5000008,0.506,0.481,0.0264,0.482,0.2,0.224,148.626
5000011,0.503,0.123,0.0333,0.879,0.114,0.28,145.843
5000012,0.306,0.229,0.0331,0.807,0.112,0.156,85.492
5000013,0.334,0.252,0.0287,0.722,0.0907,0.214,153.879
5000017,0.453,0.295,0.0291,0.518,0.293,0.14,146.022
5000018,0.525,0.292,0.026,0.91,0.0795,0.133,75.009
5000019,0.549,0.283,0.0284,0.661,0.357,0.163,76.992
5000020,0.493,0.27,0.0278,0.244,0.123,0.176,73.001
5000023,0.495,0.489,0.027,0.497,0.256,0.248,148.928
